1571132124,1,0,0,"C5,CQ,C4,C2;D7,D4,DA,DK;S2,S6,S4,S5;D2,D6,H6,D5;SA,SJ,S7,S8;C7,CJ,CK,C3;S10,SK,H7,S9;H4,HK,C6,C8;HQ,H5,C9,C10;H8,HJ,H10,H9;SQ,HA,D3,H2;D9,D8,CA,D10;DQ,H3,S3,DJ"
1571132124,1,0,0,"C6,C8,C5,C2;D5,DQ,DK,D6;SK,S7,SJ,S3;CA,C10,C7,C9;S10,S4,S9,S6;S5,SQ,H9,S2;H8,H7,H10,H2;H6,CQ,H3,H4;DA,HJ,HK,H5;CK,D2,D8,HQ;SA,C4,D3,HA;S8,D4,D7,D9;CJ,D10,C3,DJ"
