1570675346,1,16,0,"CJ,C4,CQ,C2;DA,D10,DK,D2;S5,SJ,D3,S7;C3,CA,CK,C10;SK,S9,DJ,S8;SA,H2,HK,S4;HA,H10,H9,H3;H5,H6,HJ,H7;D8,D9,S6,D4;H4,S2,C8,H8;S10,D5,C7,D6;C5,SQ,C9,D7;HQ,S3,C6,DQ"
1570675346,1,0,0,"C8,C5,C4,C2;S9,SK,S2,S7;S4,S8,SQ,S5;C10,CJ,C6,CQ;D10,D6,DK,D3;S3,S6,CK,SJ;SA,CA,C9,C7;D7,D9,D4,D2;D8,DJ,D5,DQ;H4,H7,HQ,DA;HJ,H2,HA,H3;H6,S10,H9,C3;H5,H8,H10,HK"
