1571728667,0,0,3,"C8,CQ,CK,C2;C5,C4,C10,C9;S6,S2,S9,S3;HJ,SK,C6,C3;H5,H3,H2,H4;H9,HQ,CJ,C7;HK,D9,H7,H8;D8,H6,HA,H10;SA,D7,DK,CA;D3,S10,D2,D5;D4,S8,D6,D10;SJ,S5,DQ,S7;S4,DJ,SQ,DA"
1571728667,0,11,3,"CA,C8,CK,C2;S4,S8,S2,S3;S5,S7,S6,SJ;C10,C6,C3,C4;C5,SK,CJ,CQ;D5,D3,D2,D6;DA,D8,D4,D7;HA,H10,SQ,C7;H9,H2,H8,H3;H6,S9,C9,S10;D9,SA,HK,DJ;D10,HQ,H7,DQ;H4,HJ,H5,DK"
